MAK,ADM,47.9,BOTH,PUBLIC
MAK,AGE,40.3,FEMALE,PUBLIC
MAK,AGE,49.2,MALE,PUBLIC
MAK,AGM,44.1,FEMALE,PUBLIC
MAK,AGM,44.1,MALE,PUBLIC
MAK,AGR,40.1,FEMALE,PUBLIC
MAK,AGR,43.5,MALE,PUBLIC
MAK,ARC,47.9,FEMALE,PUBLIC
MAK,ARC,50.5,MALE,PUBLIC
MAK,BAM,36.6,FEMALE,PUBLIC
MAK,BAM,37.9,MALE,PUBLIC
MAK,BAP,41,FEMALE,PUBLIC
MAK,BAP,43.6,MALE,PUBLIC
MAK,BAR,40.6,FEMALE,PUBLIC
MAK,BAR,41.3,MALE,PUBLIC
MAK,BBI,47.7,FEMALE,PUBLIC
MAK,BBI,50.6,MALE,PUBLIC
MAK,BBP,41.9,FEMALE,PUBLIC
MAK,BBS,47.4,FEMALE,PUBLIC
MAK,BBP,45.8,MALE,PUBLIC
MAK,BBS,47.7,MALE,PUBLIC
MAK,BBT,42.1,FEMALE,PUBLIC
MAK,BBT,43.6,MALE,PUBLIC
MAK,BCB,34,FEMALE,PUBLIC
MAK,BCB,36.5,MALE,PUBLIC
MAK,BCO,47.4,BOTH,PUBLIC
MAK,BDF,47.2,BOTH,PUBLIC
MAK,BDS,44.2,FEMALE,PUBLIC
MAK,BDS,46.7,MALE,PUBLIC
MAK,BEH,43.2,FEMALE,PUBLIC
MAK,BEH,44,MALE,PUBLIC
MAK,BFS,36.9,FEMALE,PUBLIC
MAK,BFS,41.8,MALE,PUBLIC
MAK,BIC,44.3,FEMALE,PUBLIC
MAK,BIC,48.5,MALE,PUBLIC
MAK,BIP,50.4,BOTH,PUBLIC
MAK,BMR,38.1,FEMALE,PUBLIC
MAK,BMR,44.8,MALE,PUBLIC
MAK,BMT,43.6,FEMALE,PUBLIC
MAK,BMT,46.6,MALE,PUBLIC
MAK,BOF,43,FEMALE,PUBLIC
MAK,BOF,43.7,MALE,PUBLIC
MAK,BPG,49,FEMALE,PUBLIC
MAK,BPG,52.5,MALE,PUBLIC
MAK,BPS,46.9,BOTH,PUBLIC
MAK,BPT,46.3,MALE,PUBLIC
MAK,BPT,44.1,FEMALE,PUBLIC
MAK,BQE,46.9,FEMALE,PUBLIC
MAK,BQE,46.5,MALE,PUBLIC
MAK,BRA-A,48,BOTH,PUBLIC
MAK,BRA-S,43.3,BOTH,PUBLIC
MAK,BSB,43.2,FEMALE,PUBLIC
MAK,BSB,46.5,MALE,PUBLIC
MAK,BSL,38.3,FEMALE,PUBLIC
MAK,BSL,40.8,MALE,PUBLIC
MAK,BSP,37.8,FEMALE,PUBLIC
MAK,BSP,40.6,MALE,PUBLIC
MAK,BSW,49.1,FEMALE,PUBLIC
MAK,BSW,50.9,MALE,PUBLIC
MAK,BTH,44,BOTH,PUBLIC
MAK,BVS,39,FEMALE,PUBLIC
MAK,BVS,39.2,MALE,PUBLIC
MAK,BWE,44.2,FEMALE,PUBLIC
MAK,BWE,48.2,MALE,PUBLIC
MAK,BYT,43.1,FEMALE,PUBLIC
MAK,BYT,43.8,MALE,PUBLIC
MAK,CIV,50,FEMALE,PUBLIC
MAK,CIV,52.7,MALE,PUBLIC
MAK,CMP,45.4,FEMALE,PUBLIC
MAK,CMP,49.7,MALE,PUBLIC
MAK,COE,48.7,BOTH,PUBLIC
MAK,CSC,44,FEMALE,PUBLIC
MAK,CSC,47.674,MALE,PUBLIC
MAK,DEC,49.1,BOTH,PUBLIC
MAK,ECO,41.2,BOTH,PUBLIC
MAK,EDA,48.7,BOTH,PUBLIC
MAK,EDA,46.4,BOTH,PUBLIC
MAK,EDA,39.8,BOTH,PUBLIC
MAK,EDA,39.1,BOTH,PUBLIC
MAK,EDB,35.7,FEMALE,PUBLIC
MAK,EDB,41.6,MALE,PUBLIC
MAK,EDP,39,FEMALE,PUBLIC
MAK,EDP,45.9,MALE,PUBLIC
MAK,EEC,41.1,FEMALE,PUBLIC
MAK,EEC,41.1,MALE,PUBLIC
MAK,ELE,49.4,FEMALE,PUBLIC
MAK,ELE,52,MALE,PUBLIC
MAK,FIN,45,BOTH,PUBLIC
MAK,FST,42.7,FEMALE,PUBLIC
MAK,FST,43,MALE,PUBLIC
MAK,HOT,39,FEMALE,PUBLIC
MAK,HOT,39.3,MALE,PUBLIC
MAK,HUN,41.9,FEMALE,PUBLIC
MAK,HUN,43.4,MALE,PUBLIC
MAK,IST,47,FEMALE,PUBLIC
MAK,IST,46.8,MALE,PUBLIC
MAK,LIS-A,48.1,,PUBLIC
MAK,LIS-S,40.2,,PUBLIC
MAK,LSG,47.1,FEMALE,PUBLIC
MAK,LSG,49.9,MALE,PUBLIC
MAK,MAM,46.2,FEMALE,PUBLIC
MAK,MAM,49.7,MALE,PUBLIC
MAK,MEC,44.2,FEMALE,PUBLIC
MAK,MEC,50.8,MALE,PUBLIC
MAK,MLT,43,FEMALE,PUBLIC
MAK,MLT,46.4,FEMALE,PUBLIC
MAK,MUS,45.7,BOTH,PUBLIC
MAK,NUR,43.7,FEMALE,PUBLIC
MAK,NUR,44.6,MALE,PUBLIC
MAK,PHA,45.3,FEMALE,PUBLIC
MAK,PHA,47,MALE,PUBLIC
MAK,SAS,42.2,FEMALE,PUBLIC
MAK,SAS,42.6,MALE,PUBLIC
MAK,SCB,38.7,FEMALE,PUBLIC
MAK,SCB,41.9,MALE,PUBLIC
MAK,SCM,44.5,FEMALE,PUBLIC
MAK,SCM,47.4,MALE,PUBLIC
MAK,SCP,40.9,FEMALE,PUBLIC
MAK,SCP,45.2,MALE,PUBLIC
MAK,SEC,39,FEMALE,PUBLIC
MAK,SEC,42.5,MALE,PUBLIC
MAK,SLE,44.9,FEMALE,PUBLIC
MAK,SLE,46.8,MALE,PUBLIC
MAK,SOW,48.6,BOTH,PUBLIC
MAK,SQS,48.5,FEMALE,PUBLIC
MAK,SQS,49.3,MALE,PUBLIC
MAK,STA,38.1,MALE,PUBLIC
MAK,STA,37.9,FEMALE,PUBLIC
MAK,STE,47.3,FEMALE,PUBLIC
MAK,STE,50.6,MALE,PUBLIC
MAK,VET,39.8,FEMALE,PUBLIC
MAK,VET,44.8,MALE,PUBLIC
MAK,WHM,39.5,FEMALE,PUBLIC
MAK,WHM,40.4,MALE,PUBLIC
MUBS,BBC,47.1,BOTH,PUBLIC
MUBS,BBD,44.3,BOTH,PUBLIC
MUBS,BES,47.6,BOTH,PUBLIC
MUBS,BIB,48.8,BOTH,PUBLIC
MUBS,BIM,46.3,BOTH,PUBLIC
MUBS,BLH,46.8,BOTH,PUBLIC
MUBS,COM,44.8,BOTH,PUBLIC
MUBS,PSM,49,BOTH,PUBLIC
